REF_DATE,GEO,Educators_per_1000
2028-09-01,Quebec,-2.1235395143096154
2028-10-01,Quebec,8.62820246963864
2028-11-01,Quebec,16.655212181329404
2028-12-01,Quebec,5.771593398057431
2029-01-01,Quebec,15.30123520726725
2029-02-01,Quebec,-1.3618222805473121
2029-03-01,Quebec,17.29087166324125
2029-04-01,Quebec,7.4629939948438935
2029-05-01,Quebec,-3.7114167607406823
2029-06-01,Quebec,-9.797052786132141
2029-07-01,Quebec,-11.674025323188287
2029-08-01,Quebec,-8.29680483004006
2029-09-01,Quebec,-1.413716113832113
2029-10-01,Quebec,9.15382830948185
2029-11-01,Quebec,16.6178829689614
2029-12-01,Quebec,4.365966947185991
2030-01-01,Quebec,15.447592965495662
2030-02-01,Quebec,0.4070547734563905
2030-03-01,Quebec,17.602600393059166
2030-04-01,Quebec,7.273921677978626
2030-05-01,Quebec,-3.9856188992430295
2030-06-01,Quebec,-9.865974692587802
2030-07-01,Quebec,-11.365724527226936
2030-08-01,Quebec,-7.719025583675624
2030-09-01,Quebec,-0.7068503743992585
2030-10-01,Quebec,9.655640011442483
2030-11-01,Quebec,16.546514169664988
2030-12-01,Quebec,2.9762842781230674
2031-01-01,Quebec,15.640567340014265
2031-02-01,Quebec,2.1966361444627696
2031-03-01,Quebec,17.877166894726937
2031-04-01,Quebec,7.064413547356296
2031-05-01,Quebec,-4.257395240448017
2031-06-01,Quebec,-9.919723627599446
2031-07-01,Quebec,-11.03885558859923
2031-08-01,Quebec,-7.130376768298893
2031-09-01,Quebec,-0.0039021562596719406
2031-10-01,Quebec,10.133182998226275
2031-11-01,Quebec,16.441885759422142
2031-12-01,Quebec,1.6045774257531358
2032-01-01,Quebec,15.880214780675033
2032-02-01,Quebec,4.004942899812806
2032-03-01,Quebec,17.81584037153852
2032-04-01,Quebec,8.504341686835977
2032-05-01,Quebec,-2.5623503703448947
2032-06-01,Quebec,-8.840128454646882
2032-07-01,Quebec,-11.090160403781226
2032-08-01,Quebec,-7.989567115559538
2032-09-01,Quebec,-1.2501209054030333
2032-10-01,Quebec,9.501621078558243
2032-11-01,Quebec,17.528630790246734
2032-12-01,Quebec,6.645012006970882
2033-01-01,Quebec,16.17465381618181
2033-02-01,Quebec,-0.4884036716507669
2033-03-01,Quebec,18.16429027215515
2033-04-01,Quebec,8.336412603748798
2033-05-01,Quebec,-2.837998151821054
2033-06-01,Quebec,-8.923634177211667
2033-07-01,Quebec,-10.8006067142729
2033-08-01,Quebec,-7.423386221116387
2033-09-01,Quebec,-0.5402975049092991
2033-10-01,Quebec,10.027246918395358
2033-11-01,Quebec,17.491301577879906
2033-12-01,Quebec,5.239385556069881
2034-01-01,Quebec,16.321011574408843
2034-02-01,Quebec,1.2804733823588852
2034-03-01,Quebec,18.47601900196958
2034-04-01,Quebec,8.147340286887697
2034-05-01,Quebec,-3.112200290322968
2034-06-01,Quebec,-8.992556083682443
2034-07-01,Quebec,-10.492305918315118
2034-08-01,Quebec,-6.845606974756361
2034-09-01,Quebec,0.16656823452204872
2034-10-01,Quebec,10.529058620363987
2034-11-01,Quebec,17.419932778582698
2034-12-01,Quebec,3.8497028870370427
2035-01-01,Quebec,16.513985948927946
2035-02-01,Quebec,3.0700547533652793
2035-03-01,Quebec,18.750585503646626
2035-04-01,Quebec,7.937832156271975
2035-05-01,Quebec,-3.3839766315288937
2035-06-01,Quebec,-9.046305018681785
2035-07-01,Quebec,-10.165436979684456
2035-08-01,Quebec,-6.256958159388369
2035-09-01,Quebec,0.8695164526661889
2035-10-01,Quebec,11.006601607134076
2035-11-01,Quebec,17.315304368335937
2035-12-01,Quebec,2.4779960346687715
2024-01-01,Prince Edward Island,10.643583948151223
2024-02-01,Prince Edward Island,-11.960322588130694
2024-03-01,Prince Edward Island,-26.97793089942132
2024-04-01,Prince Edward Island,-12.894618413726306
2024-05-01,Prince Edward Island,2.9020750410400744
2024-06-01,Prince Edward Island,11.506859320655924
2024-07-01,Prince Edward Island,14.2600343237828
2024-08-01,Prince Edward Island,9.627571545492824
2024-09-01,Prince Edward Island,0.06370666225527
2024-10-01,Prince Edward Island,-14.834173701269798
2024-11-01,Prince Edward Island,-25.680476937631564
2024-12-01,Prince Edward Island,-11.629121971996064
2025-01-01,Prince Edward Island,10.33329281036912
2025-02-01,Prince Edward Island,-5.2476625779205985
2025-03-01,Prince Edward Island,-27.171391318128947
2025-04-01,Prince Edward Island,-12.3956682036413
2025-05-01,Prince Edward Island,3.517179952561632
2025-06-01,Prince Edward Island,11.83266587543755
2025-07-01,Prince Edward Island,14.053849557959058
2025-08-01,Prince Edward Island,9.039057812789
2025-09-01,Prince Edward Island,-0.7141898403864717
2025-10-01,Prince Edward Island,-15.34092465687796
2025-11-01,Prince Edward Island,-25.407869134664104
2025-12-01,Prince Edward Island,-9.502344781825652
2026-01-01,Prince Edward Island,10.403564357869797
2026-02-01,Prince Edward Island,-7.577908541947666
2026-03-01,Prince Edward Island,-27.311500724586733
2026-04-01,Prince Edward Island,-11.867738281598074
2026-05-01,Prince Edward Island,4.1288646668992675
2026-06-01,Prince Edward Island,12.137027311522735
2026-07-01,Prince Edward Island,13.82123456554524
2026-08-01,Prince Edward Island,8.434754299499467
2026-09-01,Prince Edward Island,-1.4872148123512203
2026-10-01,Prince Edward Island,-15.81385368066542
2026-11-01,Prince Edward Island,-25.08744861979126
2026-12-01,Prince Edward Island,-7.392463747273288
2027-01-01,Prince Edward Island,10.393582809661964
2027-02-01,Prince Edward Island,-9.92991042802263
2027-03-01,Prince Edward Island,-27.397764497742465
2027-04-01,Prince Edward Island,-11.311908028469762
2027-05-01,Prince Edward Island,4.735735675233927
2027-06-01,Prince Edward Island,12.419140673970768
2027-07-01,Prince Edward Island,13.562482462802652
2027-08-01,Prince Edward Island,7.815713873628717
2027-09-01,Prince Edward Island,-2.2540150611702034
2027-10-01,Prince Edward Island,-16.252339202472257
2027-11-01,Prince Edward Island,-24.720308209211844
2027-12-01,Prince Edward Island,-5.302475965288579
2028-01-01,Prince Edward Island,10.30328290764409
2028-02-01,Prince Edward Island,-12.30062362862937
2028-03-01,Prince Edward Island,-27.31823193993118
2028-04-01,Prince Edward Island,-13.234919454234753
2028-05-01,Prince Edward Island,2.5617740005412912
2028-06-01,Prince Edward Island,11.166558280154103
2028-07-01,Prince Edward Island,13.919733283276598
2028-08-01,Prince Edward Island,9.287270504989563
2028-09-01,Prince Edward Island,-0.2765943782587934
2028-10-01,Prince Edward Island,-15.174474741775875
2028-11-01,Prince Edward Island,-26.020777978126127
2028-12-01,Prince Edward Island,-11.969423012502173
2029-01-01,Prince Edward Island,9.992991769863112
2029-02-01,Prince Edward Island,-5.587963618427811
2029-03-01,Prince Edward Island,-27.511692358633706
2029-04-01,Prince Edward Island,-12.735969244151647
2029-05-01,Prince Edward Island,3.176878912060797
2029-06-01,Prince Edward Island,11.492364834942599
2029-07-01,Prince Edward Island,13.713548517454518
2029-08-01,Prince Edward Island,8.698756772284295
2029-09-01,Prince Edward Island,-1.054490880883777
2029-10-01,Prince Edward Island,-15.681225697390321
2029-11-01,Prince Edward Island,-25.748170175166297
2029-12-01,Prince Edward Island,-9.842645822358191
2030-01-01,Prince Edward Island,10.063263317362072
2030-02-01,Prince Edward Island,-7.918209582482097
2030-03-01,Prince Edward Island,-27.651801765099425
2030-04-01,Prince Edward Island,-12.208039322109604
2030-05-01,Prince Edward Island,3.7885636263820075
2030-06-01,Prince Edward Island,11.796726271022987
2030-07-01,Prince Edward Island,13.48093352503494
2030-08-01,Prince Edward Island,8.094453259005618
2030-09-01,Prince Edward Island,-1.827515852845698
2030-10-01,Prince Edward Island,-16.154154721168226
2030-11-01,Prince Edward Island,-25.427749660298204
2030-12-01,Prince Edward Island,-7.732764787787398
2031-01-01,Prince Edward Island,10.05328176915516
2031-02-01,Prince Edward Island,-10.27021146854775
2031-03-01,Prince Edward Island,-27.738065538246737
2031-04-01,Prince Edward Island,-11.652209068971095
2031-05-01,Prince Edward Island,4.395434634729568
2031-06-01,Prince Edward Island,12.078839633464305
2031-07-01,Prince Edward Island,13.222181422297508
2031-08-01,Prince Edward Island,7.475412833139933
2031-09-01,Prince Edward Island,-2.5943161016747793
2031-10-01,Prince Edward Island,-16.592640242986263
2031-11-01,Prince Edward Island,-25.060609249722074
2031-12-01,Prince Edward Island,-5.642777005818725
2032-01-01,Prince Edward Island,9.96298186713598
2032-02-01,Prince Edward Island,-12.640924669109872
2032-03-01,Prince Edward Island,-27.658532980433947
2032-04-01,Prince Edward Island,-13.575220494743121
2032-05-01,Prince Edward Island,2.221472960037704
2032-06-01,Prince Edward Island,10.826257239632394
2032-07-01,Prince Edward Island,13.579432242767567
2032-08-01,Prince Edward Island,8.946969464474208
2032-09-01,Prince Edward Island,-0.6168954187556226
2032-10-01,Prince Edward Island,-15.514775782292855
2032-11-01,Prince Edward Island,-26.36107901863877
2032-12-01,Prince Edward Island,-12.309724053008576
2033-01-01,Prince Edward Island,9.652690729354926
2033-02-01,Prince Edward Island,-5.9282646589107255
2033-03-01,Prince Edward Island,-27.851993399139523
2033-04-01,Prince Edward Island,-13.076270284644266
2033-05-01,Prince Edward Island,2.836577871546491
2033-06-01,Prince Edward Island,11.152063794426226
2033-07-01,Prince Edward Island,13.373247476944652
2033-08-01,Prince Edward Island,8.358455731762476
2033-09-01,Prince Edward Island,-1.394791921402498
2033-10-01,Prince Edward Island,-16.021526737897528
2033-11-01,Prince Edward Island,-26.088471215681423
2033-12-01,Prince Edward Island,-10.182946862824014
2034-01-01,Prince Edward Island,9.72296227685665
2034-02-01,Prince Edward Island,-8.25851062297359
2034-03-01,Prince Edward Island,-27.99210280560114
2034-04-01,Prince Edward Island,-12.54834036261047
2034-05-01,Prince Edward Island,3.44826258586608
2034-06-01,Prince Edward Island,11.456425230527039
2034-07-01,Prince Edward Island,13.140632484530915
2034-08-01,Prince Edward Island,7.7541522184903595
2034-09-01,Prince Edward Island,-2.1678168933621427
2034-10-01,Prince Edward Island,-16.494455761685288
2034-11-01,Prince Edward Island,-25.76805070081233
2034-12-01,Prince Edward Island,-8.073065828294512
2035-01-01,Prince Edward Island,9.712980728647942
2035-02-01,Prince Edward Island,-10.610512509038294
2035-03-01,Prince Edward Island,-28.078366578765113
2035-04-01,Prince Edward Island,-11.992510109481717
2035-05-01,Prince Edward Island,4.055133594216092
2035-06-01,Prince Edward Island,11.738538592950917
2035-07-01,Prince Edward Island,12.881880381788733
2035-08-01,Prince Edward Island,7.1351117926372645
2035-09-01,Prince Edward Island,-2.9346171421983467
2035-10-01,Prince Edward Island,-16.932941283483505
2035-11-01,Prince Edward Island,-25.400910290229476
2035-12-01,Prince Edward Island,-5.983078046327151
2024-01-01,Canada,10.067696672240022
2024-02-01,Canada,-4.175887436228217
2024-03-01,Canada,-3.158238921230222
2024-04-01,Canada,-3.0513672213240586
2024-05-01,Canada,-3.042880868989835
2024-06-01,Canada,-3.0645246774103176
2024-07-01,Canada,-3.0702281800447766
2024-08-01,Canada,-3.060414671998672
2024-09-01,Canada,-3.0368212532719028
2024-10-01,Canada,-3.0410240132197455
2024-11-01,Canada,-3.138676852212845
2024-12-01,Canada,-4.242912884836716
2025-01-01,Canada,9.900083710229948
2025-02-01,Canada,-4.233014729493928
2025-03-01,Canada,-3.226933219834295
2025-04-01,Canada,-3.126937160865939
2025-05-01,Canada,-3.1219120959429385
2025-06-01,Canada,-3.1446382423939556
2025-07-01,Canada,-3.150809758411284
2025-08-01,Canada,-3.1413513644763036
2025-09-01,Canada,-3.119344393360179
2025-10-01,Canada,-3.128380450389058
2025-11-01,Canada,-3.2354176201718308
2025-12-01,Canada,-4.342881912336399
2026-01-01,Canada,9.853307861647497
2026-02-01,Canada,-4.324182647382257
2026-03-01,Canada,-3.2952538074505147
2026-04-01,Canada,-3.202517463017691
2026-05-01,Canada,-3.201033950303001
2026-06-01,Canada,-3.224826980815407
2026-07-01,Canada,-3.2314734313945657
2026-08-01,Canada,-3.222400375780464
2026-09-01,Canada,-3.2020233170270918
2026-10-01,Canada,-3.2158259972965677
2026-11-01,Canada,-3.3318469719021
2026-12-01,Canada,-4.4399177028336485
2027-01-01,Canada,9.801032100040583
2027-02-01,Canada,-4.41332280167274
2027-03-01,Canada,-3.363220809585374
2027-04-01,Canada,-3.2781202371125198
2027-05-01,Canada,-3.2802517470135086
2027-06-01,Canada,-3.3050933965952973
2027-07-01,Canada,-3.312219968657904
2027-08-01,Canada,-3.303560992850723
2027-09-01,Canada,-3.2848531914282537
2027-10-01,Canada,-3.303346275535388
2027-11-01,Canada,-3.4279388617860387
2027-12-01,Canada,-4.534086553825542
2028-01-01,Canada,9.743229345312109
2028-02-01,Canada,-4.50035476315618
2028-03-01,Canada,-3.4827062481583275
2028-04-01,Canada,-3.3758345482527634
2028-05-01,Canada,-3.3673481959187113
2028-06-01,Canada,-3.388992004338025
2028-07-01,Canada,-3.394695506972822
2028-08-01,Canada,-3.3848819989264434
2028-09-01,Canada,-3.3612885801998775
2028-10-01,Canada,-3.3654913401471083
2028-11-01,Canada,-3.463144179140568
2028-12-01,Canada,-4.567380211764956
2029-01-01,Canada,9.575616383302007
2029-02-01,Canada,-4.55748205642195
2029-03-01,Canada,-3.551400546762329
2029-04-01,Canada,-3.4514044877946763
2029-05-01,Canada,-3.446379422871486
2029-06-01,Canada,-3.469105569321772
2029-07-01,Canada,-3.4752770853393353
2029-08-01,Canada,-3.46581869140441
2029-09-01,Canada,-3.443811720288263
2029-10-01,Canada,-3.4528477773170043
2029-11-01,Canada,-3.559884947099909
2029-12-01,Canada,-4.667349239264303
2030-01-01,Canada,9.528840534719231
2030-02-01,Canada,-4.6486499743105885
2030-03-01,Canada,-3.6197211343790245
2030-04-01,Canada,-3.526984789946154
2030-05-01,Canada,-3.5255012772306693
2030-06-01,Canada,-3.5492943077435
2030-07-01,Canada,-3.5559407583226075
2030-08-01,Canada,-3.5468677027083864
2030-09-01,Canada,-3.526490643955441
2030-10-01,Canada,-3.5402933242254457
2030-11-01,Canada,-3.6563142988300976
2030-12-01,Canada,-4.7643850297613035
2031-01-01,Canada,9.476564773112607
2031-02-01,Canada,-4.737790128600876
2031-03-01,Canada,-3.687688136513019
2031-04-01,Canada,-3.60258756403982
2031-05-01,Canada,-3.604719073941747
2031-06-01,Canada,-3.629560723523222
2031-07-01,Canada,-3.6366872955859204
2031-08-01,Canada,-3.62802831977859
2031-09-01,Canada,-3.6093205183563963
2031-10-01,Canada,-3.627813602464418
2031-11-01,Canada,-3.752406188714395
2031-12-01,Canada,-4.858553880753915
2032-01-01,Canada,9.418762018384006
2032-02-01,Canada,-4.8248220900841154
2032-03-01,Canada,-3.807173575086365
2032-04-01,Canada,-3.7003018751799845
2032-05-01,Canada,-3.691815522846511
2032-06-01,Canada,-3.7134593312664648
2032-07-01,Canada,-3.7191628339008647
2032-08-01,Canada,-3.709349325854634
2032-09-01,Canada,-3.685755907127811
2032-10-01,Canada,-3.689958667076106
2032-11-01,Canada,-3.787611506068588
2032-12-01,Canada,-4.891847538692879
2033-01-01,Canada,9.251149056373837
2033-02-01,Canada,-4.8819493833501575
2033-03-01,Canada,-3.875867873690024
2033-04-01,Canada,-3.775871814722128
2033-05-01,Canada,-3.770846749799122
2033-06-01,Canada,-3.7935728962497826
2033-07-01,Canada,-3.7997444122673683
2033-08-01,Canada,-3.790286018332638
2033-09-01,Canada,-3.7682790472158905
2033-10-01,Canada,-3.7773151042451882
2033-11-01,Canada,-3.8843522740282572
2033-12-01,Canada,-4.99181656619246
2034-01-01,Canada,9.204373207791663
2034-02-01,Canada,-4.973117301238755
2034-03-01,Canada,-3.9441884613066636
2034-04-01,Canada,-3.851452116874159
2034-05-01,Canada,-3.849968604158745
2034-06-01,Canada,-3.8737616346716712
2034-07-01,Canada,-3.88040808525065
2034-08-01,Canada,-3.8713350296365947
2034-09-01,Canada,-3.8509579708830604
2034-10-01,Canada,-3.864760651153202
2034-11-01,Canada,-3.980781625758805
2034-12-01,Canada,-5.088852356689156
2035-01-01,Canada,9.152097446184463
2035-02-01,Canada,-5.062257455528739
2035-03-01,Canada,-4.01215546344222
2035-04-01,Canada,-3.927054890968129
2035-05-01,Canada,-3.9291864008693955
2035-06-01,Canada,-3.954028050451583
2035-07-01,Canada,-3.961154622513957
2035-08-01,Canada,-3.952495646706703
2035-09-01,Canada,-3.9337878452842334
2035-10-01,Canada,-3.952280929391856
2035-11-01,Canada,-4.076873515642412
2035-12-01,Canada,-5.183021207681469
2024-01-01,Nova Scotia,10.601998539696599
2024-02-01,Nova Scotia,-7.158464106636895
2024-03-01,Nova Scotia,-14.266385626783677
2024-04-01,Nova Scotia,-5.988434207643422
2024-05-01,Nova Scotia,2.982206537143028
2024-06-01,Nova Scotia,7.703680932465696
2024-07-01,Nova Scotia,9.009602573376156
2024-08-01,Nova Scotia,6.22036297534122
2024-09-01,Nova Scotia,0.7349299005799825
2024-10-01,Nova Scotia,-7.56488754199653
2024-11-01,Nova Scotia,-13.372702812272058
2024-12-01,Nova Scotia,-4.783268666054021
2025-01-01,Nova Scotia,10.739533603931424
2025-02-01,Nova Scotia,-3.2588181258257864
2025-03-01,Nova Scotia,-14.224819469387104
2025-04-01,Nova Scotia,-5.571367762141206
2025-05-01,Nova Scotia,3.4480588494237256
2025-06-01,Nova Scotia,7.997302675646162
2025-07-01,Nova Scotia,9.000197362763508
2025-08-01,Nova Scotia,5.999894334388088
2025-09-01,Nova Scotia,0.4168804573107785
2025-10-01,Nova Scotia,-7.71648871389517
2025-11-01,Nova Scotia,-13.07730241049124
2025-12-01,Nova Scotia,-3.4602258660898673
2026-01-01,Nova Scotia,10.836863345010132
2026-02-01,Nova Scotia,-4.4532195079440235
2026-03-01,Nova Scotia,-14.15292737939999
2026-04-01,Nova Scotia,-5.138528216291693
2026-05-01,Nova Scotia,3.911256654390232
2026-06-01,Nova Scotia,8.27839356119639
2026-07-01,Nova Scotia,8.975982671002312
2026-08-01,Nova Scotia,5.770994631252222
2026-09-01,Nova Scotia,0.10222848384945582
2026-10-01,Nova Scotia,-7.848627092637783
2026-11-01,Nova Scotia,-12.75521598093337
2026-12-01,Nova Scotia,-2.1477934269280947
2027-01-01,Nova Scotia,10.887265352732639
2027-02-01,Nova Scotia,-5.657421342091594
2027-03-01,Nova Scotia,-14.05048735653606
2027-04-01,Nova Scotia,-4.690556740171777
2027-05-01,Nova Scotia,4.371015637766462
2027-06-01,Nova Scotia,8.546521397089078
2027-07-01,Nova Scotia,8.937150126604951
2027-08-01,Nova Scotia,5.534273692788888
2027-09-01,Nova Scotia,-0.20826649152554255
2027-10-01,Nova Scotia,-7.960981867499907
2027-11-01,Nova Scotia,-12.407098973162395
2027-12-01,Nova Scotia,-0.8476722270776251
2028-01-01,Nova Scotia,10.890790892809594
2028-02-01,Nova Scotia,-6.869671753518862
2028-03-01,Nova Scotia,-13.977593273671626
2028-04-01,Nova Scotia,-5.699641854530982
2028-05-01,Nova Scotia,3.2709988902609863
2028-06-01,Nova Scotia,7.992473285582095
2028-07-01,Nova Scotia,9.29839492649014
2028-08-01,Nova Scotia,6.509155328456885
2028-09-01,Nova Scotia,1.0237222536894952
2028-10-01,Nova Scotia,-7.276095188882547
2028-11-01,Nova Scotia,-13.083910459150925
2028-12-01,Nova Scotia,-4.494476312940028
2029-01-01,Nova Scotia,11.028325957045103
2029-02-01,Nova Scotia,-2.970025772712548
2029-03-01,Nova Scotia,-13.936027116272733
2029-04-01,Nova Scotia,-5.282575409030004
2029-05-01,Nova Scotia,3.7368512025406604
2029-06-01,Nova Scotia,8.286095028766319
2029-07-01,Nova Scotia,9.28898971587863
2029-08-01,Nova Scotia,6.288686687502755
2029-09-01,Nova Scotia,0.7056728104297882
2029-10-01,Nova Scotia,-7.427696360784644
2029-11-01,Nova Scotia,-12.78851005737464
2029-12-01,Nova Scotia,-3.1714335129908475
2030-01-01,Nova Scotia,11.12565569812346
2030-02-01,Nova Scotia,-4.164427154845821
2030-03-01,Nova Scotia,-13.864135026289713
2030-04-01,Nova Scotia,-4.849735863180759
2030-05-01,Nova Scotia,4.200049007497709
2030-06-01,Nova Scotia,8.567185914313749
2030-07-01,Nova Scotia,9.26477502411359
2030-08-01,Nova Scotia,6.059786984373213
2030-09-01,Nova Scotia,0.3910208369698227
2030-10-01,Nova Scotia,-7.559834739521983
2030-11-01,Nova Scotia,-12.466423627820229
2030-12-01,Nova Scotia,-1.8590010738184293
2031-01-01,Nova Scotia,11.176057705846143
2031-02-01,Nova Scotia,-5.368628988988422
2031-03-01,Nova Scotia,-13.761695003421394
2031-04-01,Nova Scotia,-4.40176438705499
2031-05-01,Nova Scotia,4.659807990881346
2031-06-01,Nova Scotia,8.835313750202719
2031-07-01,Nova Scotia,9.225942479719677
2031-08-01,Nova Scotia,5.823066045912797
2031-09-01,Nova Scotia,0.08052586158913533
2031-10-01,Nova Scotia,-7.672189514390437
2031-11-01,Nova Scotia,-12.118306620050783
2031-12-01,Nova Scotia,-0.5588798739772532
2032-01-01,Nova Scotia,11.179583245922272
2032-02-01,Nova Scotia,-6.580879400390502
2032-03-01,Nova Scotia,-13.68880092055601
2032-04-01,Nova Scotia,-5.410849501417856
2032-05-01,Nova Scotia,3.5597912433762895
2032-06-01,Nova Scotia,8.281265638687184
2032-07-01,Nova Scotia,9.58718727960227
2032-08-01,Nova Scotia,6.797947681565545
2032-09-01,Nova Scotia,1.312514606808518
2032-10-01,Nova Scotia,-6.987302835774441
2032-11-01,Nova Scotia,-12.795118106040979
2032-12-01,Nova Scotia,-4.2056839598263025
2033-01-01,Nova Scotia,11.31711831015824
2033-02-01,Nova Scotia,-2.681233419585463
2033-03-01,Nova Scotia,-13.6472347631582
2033-04-01,Nova Scotia,-4.99378305590802
2033-05-01,Nova Scotia,4.025643555650301
2033-06-01,Nova Scotia,8.574887381874719
2033-07-01,Nova Scotia,9.577782068990148
2033-08-01,Nova Scotia,6.577479040607552
2033-09-01,Nova Scotia,0.9944651635367073
2033-10-01,Nova Scotia,-7.138904007671283
2033-11-01,Nova Scotia,-12.499717704266317
2033-12-01,Nova Scotia,-2.882641159854252
2034-01-01,Nova Scotia,11.414448051236965
2034-02-01,Nova Scotia,-3.875634801723693
2034-03-01,Nova Scotia,-13.575342673173482
2034-04-01,Nova Scotia,-4.560943510064041
2034-05-01,Nova Scotia,4.488841360606161
2034-06-01,Nova Scotia,8.855978267433171
2034-07-01,Nova Scotia,9.553567377229
2034-08-01,Nova Scotia,6.348579337481939
2034-09-01,Nova Scotia,0.6798131900781519
2034-10-01,Nova Scotia,-7.271042386413873
2034-11-01,Nova Scotia,-12.177631274710622
2034-12-01,Nova Scotia,-1.5702087207052815
2035-01-01,Nova Scotia,11.464850058959689
2035-02-01,Nova Scotia,-5.079836635865612
2035-03-01,Nova Scotia,-13.472902650314495
2035-04-01,Nova Scotia,-4.1129720339437466
2035-05-01,Nova Scotia,4.948600343991351
2035-06-01,Nova Scotia,9.124106103312473
2035-07-01,Nova Scotia,9.51473483283201
2035-08-01,Nova Scotia,6.111858399028755
2035-09-01,Nova Scotia,0.36931821469361603
2035-10-01,Nova Scotia,-7.383397161271285
2035-11-01,Nova Scotia,-11.829514266937903
2035-12-01,Nova Scotia,-0.2700875208646647
2024-01-01,Saskatchewan,9.856574445182778
2024-02-01,Saskatchewan,-11.584826673168243
2024-03-01,Saskatchewan,-23.718376031829198
2024-04-01,Saskatchewan,-11.389664153521233
2024-05-01,Saskatchewan,2.238655033339935
2024-06-01,Saskatchewan,9.548572355884668
2024-07-01,Saskatchewan,11.743263193832318
2024-08-01,Saskatchewan,7.625315144480929
2024-09-01,Saskatchewan,-0.681380051080092
2024-10-01,Saskatchewan,-13.445552847864466
2024-11-01,Saskatchewan,-22.573723172395372
2024-12-01,Saskatchewan,-9.944722263719804
2025-01-01,Saskatchewan,9.661011950328836
2025-02-01,Saskatchewan,-5.863290041010815
2025-03-01,Saskatchewan,-23.920141030629594
2025-04-01,Saskatchewan,-11.004537470316645
2025-05-01,Saskatchewan,2.712991557746257
2025-06-01,Saskatchewan,9.767932245728387
2025-07-01,Saskatchewan,11.502744401259054
2025-08-01,Saskatchewan,7.058782020539581
2025-09-01,Saskatchewan,-1.4046138236683086
2025-10-01,Saskatchewan,-13.925975619588204
2025-11-01,Saskatchewan,-22.377684823367634
2025-12-01,Saskatchewan,-8.16577117308543
2026-01-01,Saskatchewan,9.625844049511416
2026-02-01,Saskatchewan,-7.924034297387713
2026-03-01,Saskatchewan,-24.07584570677894
2026-04-01,Saskatchewan,-10.594837294132589
2026-05-01,Saskatchewan,3.1839122774814372
2026-06-01,Saskatchewan,9.968550332196724
2026-07-01,Saskatchewan,11.239547187726469
2026-08-01,Saskatchewan,6.478982920264203
2026-09-01,Saskatchewan,-2.1232098641434827
2026-10-01,Saskatchewan,-14.377026841135246
2026-11-01,Saskatchewan,-22.140719611632278
2026-12-01,Saskatchewan,-6.4023213312876575
2027-01-01,Saskatchewan,9.521020168334552
2027-02-01,Saskatchewan,-10.002102911958943
2027-03-01,Saskatchewan,-24.185099715076436
2027-04-01,Saskatchewan,-10.161513167440383
2027-05-01,Saskatchewan,3.6502191264833534
2027-06-01,Saskatchewan,10.1497493255061
2027-07-01,Saskatchewan,10.953941342445228
2027-08-01,Saskatchewan,5.886834601578945
2027-09-01,Saskatchewan,-2.8360064042352597
2027-10-01,Saskatchewan,-14.798192604393762
