"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1988","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","13289039","","","","0"
"1989","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","13524501","","","","0"
"1990","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","13721733","","","","0"
"1991","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","13904391","","","","0"
"1992","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","14055134","","","","0"
"1993","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","14205297","","","","0"
"1994","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","14357184","","","","0"
"1995","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","14502481","","","","0"
"1996","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","14650314","","","","0"
"1997","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","14806454","","","","0"
"1998","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","14925127","","","","0"
"1999","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15048669","","","","0"
"2000","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15193812","","","","0"
"2001","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15366610","","","","0"
"2002","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15537162","","","","0"
"2003","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15678561","","","","0"
"2004","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15826209","","","","0"
"2005","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","15979555","","","","0"
"2006","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","16144762","","","","0"
"2007","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","16298853","","","","0"
"2008","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","16474391","","","","0"
"2009","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","16664175","","","","0"
"2010","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","16848460","","","","0"
"2011","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17013151","","","","0"
"2012","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17207389","","","","0"
"2013","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17397429","","","","0"
"2014","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17576632","","","","0"
"2015","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17710573","","","","0"
"2016","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","17914526","","","","0"
"2017","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","18142187","","","","0"
"2018","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","18425190","","","","0"
"2019","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","18715511","","","","0"
"2020","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","18929001","","","","0"
"2021","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","19042795","","","","0"
"2022","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","19396567","","","","0"
"2023","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","20006977","","","","0"
"2024","Canada","2016A000011124","Men+","All ages","Persons","249","units","0","v466669","1.2.1","20638255","","","","0"
"1971","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","938835","","","","0"
"1972","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","921965","","","","0"
"1973","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","916686","","","","0"
"1974","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","911727","","","","0"
"1975","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","908801","","","","0"
"1976","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","902201","","","","0"
"1977","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","902405","","","","0"
"1978","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","905661","","","","0"
"1979","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","913235","","","","0"
"1980","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","919129","","","","0"
"1981","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","924653","","","","0"
"1982","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","933739","","","","0"
"1983","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","943685","","","","0"
"1984","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","948816","","","","0"
"1985","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","948389","","","","0"
"1986","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","943666","","","","0"
"1987","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","951182","","","","0"
"1988","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","956597","","","","0"
"1989","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","970553","","","","0"
"1990","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","988944","","","","0"
"1991","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","1002210","","","","0"
"1992","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","1020551","","","","0"
"1993","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","1031613","","","","0"
"1994","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","1030173","","","","0"
"1995","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","1017574","","","","0"
"1996","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","1004433","","","","0"
"1997","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","983136","","","","0"
"1998","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","959260","","","","0"
"1999","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","936068","","","","0"
"2000","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","916180","","","","0"
"2001","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","898076","","","","0"
"2002","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","882405","","","","0"
"2003","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","874486","","","","0"
"2004","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","875738","","","","0"
"2005","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","878913","","","","0"
"2006","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","888328","","","","0"
"2007","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","901790","","","","0"
"2008","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","921993","","","","0"
"2009","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","941817","","","","0"
"2010","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","961300","","","","0"
"2011","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","973092","","","","0"
"2012","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","981706","","","","0"
"2013","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","986082","","","","0"
"2014","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","986922","","","","0"
"2015","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","987264","","","","0"
"2016","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","994213","","","","0"
"2017","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","998404","","","","0"
"2018","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","1000510","","","","0"
"2019","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","999006","","","","0"
"2020","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","991914","","","","0"
"2021","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","974276","","","","0"
"2022","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","966197","","","","0"
"2023","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","960210","","","","0"
"2024","Canada","2016A000011124","Men+","0 to 4 years","Persons","249","units","0","v466885","1.2.7","959884","","","","0"
"1971","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1159468","","","","0"
"1972","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1119235","","","","0"
"1973","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1065372","","","","0"
"1974","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1019412","","","","0"
"1975","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","989755","","","","0"
"1976","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","978589","","","","0"
"1977","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","964249","","","","0"
"1978","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","953510","","","","0"
"1979","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","938774","","","","0"
"1980","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","930485","","","","0"
"1981","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","921617","","","","0"
"1982","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","919265","","","","0"
"1983","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","918756","","","","0"
"1984","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","925732","","","","0"
"1985","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","931570","","","","0"
"1986","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","939125","","","","0"
"1987","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","949714","","","","0"
"1988","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","963081","","","","0"
"1989","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","977537","","","","0"
"1990","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","987239","","","","0"
"1991","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","991222","","","","0"
"1992","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","997989","","","","0"
"1993","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1001051","","","","0"
"1994","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1008418","","","","0"
"1995","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1020229","","","","0"
"1996","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1032530","","","","0"
"1997","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1044772","","","","0"
"1998","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1054726","","","","0"
"1999","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1053148","","","","0"
"2000","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1043712","","","","0"
"2001","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1032251","","","","0"
"2002","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1018580","","","","0"
"2003","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","996879","","","","0"
"2004","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","974869","","","","0"
"2005","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","954658","","","","0"
"2006","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","936675","","","","0"
"2007","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","925345","","","","0"
"2008","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","919928","","","","0"
"2009","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","920763","","","","0"
"2010","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","919928","","","","0"
"2011","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","927863","","","","0"
"2012","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","945251","","","","0"
"2013","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","966604","","","","0"
"2014","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","984900","","","","0"
"2015","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1003089","","","","0"
"2016","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1020675","","","","0"
"2017","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1035142","","","","0"
"2018","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1046840","","","","0"
"2019","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1054120","","","","0"
"2020","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1060975","","","","0"
"2021","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1063628","","","","0"
"2022","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1072719","","","","0"
"2023","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1088689","","","","0"
"2024","Canada","2016A000011124","Men+","5 to 9 years","Persons","249","units","0","v466699","1.2.13","1105459","","","","0"
"1971","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1190275","","","","0"
"1972","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1201022","","","","0"
"1973","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1210738","","","","0"
"1974","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1213871","","","","0"
"1975","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1204861","","","","0"
"1976","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1172190","","","","0"
"1977","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1138873","","","","0"
"1978","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1090445","","","","0"
"1979","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1042532","","","","0"
"1980","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1009002","","","","0"
"1981","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","991870","","","","0"
"1982","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","981179","","","","0"
"1983","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","970865","","","","0"
"1984","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","955286","","","","0"
"1985","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","942149","","","","0"
"1986","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","928219","","","","0"
"1987","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","931144","","","","0"
"1988","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","938076","","","","0"
"1989","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","951730","","","","0"
"1990","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","961743","","","","0"
"1991","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","975794","","","","0"
"1992","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","991139","","","","0"
"1993","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1005051","","","","0"
"1994","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1016851","","","","0"
"1995","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1024939","","","","0"
"1996","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1031500","","","","0"
"1997","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1037515","","","","0"
"1998","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1040112","","","","0"
"1999","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1043607","","","","0"
"2000","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1053098","","","","0"
"2001","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1065122","","","","0"
"2002","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1083259","","","","0"
"2003","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1095933","","","","0"
"2004","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1096583","","","","0"
"2005","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1086782","","","","0"
"2006","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1070984","","","","0"
"2007","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1058047","","","","0"
"2008","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1042277","","","","0"
"2009","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1025019","","","","0"
"2010","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1006194","","","","0"
"2011","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","986443","","","","0"
"2012","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","974518","","","","0"
"2013","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","969236","","","","0"
"2014","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","970656","","","","0"
"2015","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","969067","","","","0"
"2016","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","978944","","","","0"
"2017","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","996906","","","","0"
"2018","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1024603","","","","0"
"2019","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1051147","","","","0"
"2020","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1076351","","","","0"
"2021","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1088530","","","","0"
"2022","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1104216","","","","0"
"2023","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1125824","","","","0"
"2024","Canada","2016A000011124","Men+","10 to 14 years","Persons","249","units","0","v466717","1.2.19","1148076","","","","0"
"1971","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1100056","","","","0"
"1972","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1129532","","","","0"
"1973","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1155890","","","","0"
"1974","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1177623","","","","0"
"1975","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1195731","","","","0"
"1976","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1217714","","","","0"
"1977","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1226598","","","","0"
"1978","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1233960","","","","0"
"1979","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1238001","","","","0"
"1980","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1235028","","","","0"
"1981","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1211509","","","","0"
"1982","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1174789","","","","0"
"1983","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1123436","","","","0"
"1984","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1073038","","","","0"
"1985","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1035290","","","","0"
"1986","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1020407","","","","0"
"1987","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1005038","","","","0"
"1988","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","997677","","","","0"
"1989","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","994870","","","","0"
"1990","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","994954","","","","0"
"1991","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","991134","","","","0"
"1992","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","989645","","","","0"
"1993","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","992128","","","","0"
"1994","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1005733","","","","0"
"1995","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1018765","","","","0"
"1996","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1033204","","","","0"
"1997","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1042839","","","","0"
"1998","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1054951","","","","0"
"1999","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1066125","","","","0"
"2000","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1077494","","","","0"
"2001","Canada","2016A000011124","Men+","15 to 19 years","Persons","249","units","0","v466738","1.2.25","1088308","","","","0"
